movieId,title,genres,release_year,runtime,language
327,Tank Girl (1995),Action|Comedy|Fantasy|Science Fiction,1995.0,98.0,en
329,Star Trek: Generations (1994),Science Fiction|Action|Adventure|Thriller,1994.0,118.0,en
330,Tales from the Hood (1995),Crime|Horror|Thriller,1995.0,98.0,en
337,What's Eating Gilbert Grape (1993),Romance|Drama,1993.0,118.0,en
338,Virtuosity (1995),Action|Crime|Science Fiction|Thriller,1995.0,106.0,en
344,Ace Ventura: Pet Detective (1994),Comedy|Mystery,1994.0,86.0,en
348,Bullets Over Broadway (1994),Action|Comedy|Thriller,1994.0,98.0,en
349,Clear and Present Danger (1994),Action|Drama|Thriller,1994.0,141.0,en
352,Crooklyn (1994),Comedy|Drama,1994.0,115.0,en
356,Forrest Gump (1994),Comedy|Drama|Romance,1994.0,142.0,en
357,Four Weddings and a Funeral (1994),Comedy|Drama|Romance,1994.0,117.0,en
377,Speed (1994),Action|Adventure|Crime,1994.0,116.0,en
379,Timecop (1994),Thriller|Science Fiction|Action|Crime,1994.0,99.0,en
380,True Lies (1994),Action|Thriller,1994.0,141.0,en
382,Wolf (1994),Fantasy,1994.0,125.0,en
383,Wyatt Earp (1994),Drama|Action|Western,1994.0,191.0,en
384,Bad Company (1995),Action|Adventure|Comedy|Thriller,2002.0,116.0,en
393,Street Fighter (1994),Action|Adventure|Thriller,1994.0,102.0,en
402,Open Season (1996),Adventure|Animation|Family,2006.0,83.0,en
420,Beverly Hills Cop III (1994),Action|Comedy|Crime,1994.0,104.0,en
434,Cliffhanger (1993),Action|Adventure|Thriller,1993.0,112.0,en
441,Dazed and Confused (1993),Comedy|Drama,1993.0,102.0,en
480,Jurassic Park (1993),Adventure|Science Fiction,1993.0,127.0,en
482,Killing Zoe (1994),Action|Crime|Drama|Thriller,1993.0,96.0,en
485,Last Action Hero (1993),Adventure|Fantasy|Action|Comedy|Family,1993.0,130.0,en
493,Menace II Society (1993),Drama|Action|Crime,1993.0,97.0,en
494,Executive Decision (1996),Action|Adventure|Drama|Thriller,1996.0,133.0,en
497,Much Ado About Nothing (1993),Drama|Comedy|Romance,1993.0,111.0,en
500,Mrs. Doubtfire (1993),Comedy|Drama|Family,1993.0,125.0,en
504,No Escape (1994),Action|Thriller,2015.0,103.0,en
508,Philadelphia (1993),Drama,1993.0,125.0,en
510,Poetic Justice (1993),Drama|Romance,1993.0,109.0,en
516,Renaissance Man (1994),Comedy|War,1994.0,128.0,en
519,Robocop 3 (1993),Action|Adventure|Crime|Science Fiction|Thriller,1993.0,104.0,en
521,Romeo Is Bleeding (1993),Action|Crime|Drama|Thriller,1993.0,100.0,en
523,Ruby in Paradise (1993),Drama|Romance,1993.0,114.0,en
527,Schindler's List (1993),Drama|History|War,1993.0,195.0,en
532,Serial Mom (1994),Comedy|Crime|Horror|Thriller,1994.0,95.0,en
534,Shadowlands (1993),Drama|Romance,1993.0,131.0,en
541,Blade Runner (1982),Science Fiction|Drama|Thriller,1982.0,117.0,en
546,Super Mario Bros. (1993),Adventure|Comedy|Family|Fantasy,1993.0,104.0,en
553,Tombstone (1993),Action|Adventure|Drama|History|Western,1993.0,130.0,en
555,True Romance (1993),Action|Thriller|Crime|Romance,1993.0,120.0,en
562,Welcome to the Dollhouse (1995),Comedy|Drama,1995.0,88.0,en
586,Home Alone (1990),Comedy|Family,1990.0,103.0,en
587,Ghost (1990),Fantasy|Drama|Thriller|Mystery|Romance,1990.0,127.0,en
588,Aladdin (1992),Animation|Family|Comedy|Adventure|Fantasy|Romance,1992.0,90.0,en
589,Terminator 2: Judgment Day (1991),Action|Thriller|Science Fiction,1991.0,137.0,en
590,Dances with Wolves (1990),Adventure|Drama|Western,1990.0,181.0,en
592,Batman (1989),Fantasy|Action,1989.0,126.0,en
594,Snow White and the Seven Dwarfs (1937),Fantasy|Animation|Family,1937.0,83.0,en
596,Pinocchio (1940),Animation|Family,1940.0,88.0,en
597,Pretty Woman (1990),Romance|Comedy,1990.0,119.0,en
610,Heavy Metal (1981),Animation|Science Fiction,1981.0,90.0,en
637,Sgt. Bilko (1996),Comedy|Family,1996.0,90.0,en
639,Girl 6 (1996),Comedy,1996.0,108.0,en
647,Courage Under Fire (1996),Drama|Thriller|Mystery|War,1996.0,117.0,en
648,Mission: Impossible (1996),Adventure|Action|Thriller,1996.0,110.0,en
653,Dragonheart (1996),Fantasy,1996.0,103.0,en
660,August (1996),Drama,2011.0,100.0,en
664,Faithful (1996),Comedy|Crime|Drama,1996.0,91.0,en
673,Space Jam (1996),Animation|Comedy|Drama|Family|Fantasy,1996.0,88.0,en
674,Barbarella (1968),Science Fiction,1968.0,98.0,en
691,Mrs. Winterbourne (1996),Comedy|Romance|Drama,1996.0,105.0,en
711,Flipper (1996),Adventure|Family,1996.0,95.0,en
719,Multiplicity (1996),Comedy|Fantasy|Science Fiction,1996.0,117.0,en
736,Twister (1996),Action|Adventure|Drama,1996.0,113.0,en
742,Thinner (1996),Horror|Thriller,1996.0,92.0,en
743,Spy Hard (1996),Action|Comedy,1996.0,81.0,en
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Drama|Comedy|War,1964.0,95.0,en
762,Striptease (1996),Drama|Thriller|Crime,1996.0,115.0,en
778,Trainspotting (1996),Drama|Crime,1996.0,93.0,en
785,Kingpin (1996),Comedy,1996.0,113.0,en
786,Eraser (1996),Action|Drama|Mystery|Thriller,1996.0,115.0,en
798,Daylight (1996),Action|Adventure|Thriller,1996.0,115.0,en
800,Lone Star (1996),Drama|Mystery|Romance,1996.0,135.0,en
801,Harriet the Spy (1996),Comedy|Drama|Family,1996.0,100.0,en
802,Phenomenon (1996),Drama|Fantasy|Romance|Science Fiction,1996.0,123.0,en
803,Walking and Talking (1996),Comedy|Drama|Romance,1996.0,86.0,en
804,She's the One (1996),Comedy|Romance,1996.0,96.0,en
809,Fled (1996),Action|Comedy|Thriller,1996.0,98.0,en
831,Stonewall (1995),Drama,2015.0,129.0,en
832,Ransom (1996),Action|Thriller,1996.0,117.0,en
836,Chain Reaction (1996),Action|Drama|Science Fiction|Thriller,1996.0,107.0,en
838,Emma (1996),Romance|Comedy|Drama,2009.0,240.0,en
849,Escape from L.A. (1996),Action|Adventure|Science Fiction|Thriller,1996.0,97.0,en
851,Basquiat (1996),Drama|History,1996.0,108.0,en
852,Tin Cup (1996),Comedy|Drama|Romance,1996.0,135.0,en
866,Bound (1996),Crime|Drama|Romance|Thriller,1996.0,108.0,en
869,Kansas City (1996),Thriller|Drama|Music|Crime,1996.0,116.0,en
875,Nothing to Lose (1994),Action|Adventure|Comedy,1997.0,97.0,en
885,Bogus (1996),Fantasy|Comedy|Family,1996.0,110.0,en
891,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,1995.0,88.0,en
899,Singin' in the Rain (1952),Comedy|Music|Romance,1952.0,103.0,en
905,It Happened One Night (1934),Comedy|Romance,1934.0,105.0,en
910,Some Like It Hot (1959),Comedy|Romance,1959.0,122.0,en
912,Casablanca (1942),Drama|Romance,1942.0,102.0,en
914,My Fair Lady (1964),Drama|Family|Music|Romance,1964.0,170.0,en
920,Gone with the Wind (1939),Drama|Romance|War,1939.0,238.0,en
924,2001: A Space Odyssey (1968),Science Fiction|Mystery|Adventure,1968.0,149.0,en
928,Rebecca (1940),Drama|Mystery,1940.0,130.0,en
931,Spellbound (1945),Drama|Mystery|Thriller,1945.0,111.0,en
945,Top Hat (1935),Comedy|Music|Romance,1935.0,101.0,en
952,Around the World in 80 Days (1956),Action|Adventure|Comedy,2004.0,120.0,en
953,It's a Wonderful Life (1946),Drama|Family|Fantasy,1946.0,130.0,en
954,Mr. Smith Goes to Washington (1939),Comedy|Drama,1939.0,129.0,en
968,Night of the Living Dead (1968),Horror,1968.0,96.0,en
971,Cat on a Hot Tin Roof (1958),Drama|Romance,1958.0,108.0,en
990,Maximum Risk (1996),Action|Adventure|Thriller,1996.0,100.0,en
991,Michael Collins (1996),Drama|Thriller,1996.0,132.0,en
998,Set It Off (1996),Drama|Action|Crime,1996.0,118.0,en
1003,Extreme Measures (1996),Drama|Thriller,1996.0,118.0,en
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Science Fiction,1954.0,127.0,en
1020,Cool Runnings (1993),Comedy,1993.0,98.0,en
1022,Cinderella (1950),Romance|Fantasy|Family|Drama,2015.0,105.0,en
1027,Robin Hood: Prince of Thieves (1991),Adventure,1991.0,143.0,en
1028,Mary Poppins (1964),Comedy|Family|Fantasy,1964.0,139.0,en
1030,Pete's Dragon (1977),Adventure|Family|Fantasy,2016.0,102.0,en
1032,Alice in Wonderland (1951),Family|Fantasy|Adventure,2010.0,108.0,en
1034,Freeway (1996),Comedy|Drama|Thriller,1996.0,110.0,en
1036,Die Hard (1988),Action|Thriller,1988.0,131.0,en
1042,That Thing You Do! (1996),Comedy|Drama,1996.0,108.0,en
1051,Trees Lounge (1996),Comedy|Drama,1996.0,95.0,en
1054,Get on the Bus (1996),Drama,1996.0,120.0,en
1055,Shadow Conspiracy (1997),Action|Thriller,1997.0,103.0,en
1057,Everyone Says I Love You (1996),Music|Comedy|Romance,1996.0,101.0,en
1060,Swingers (1996),Comedy|Romance,1996.0,94.0,en
1061,Sleepers (1996),Crime|Drama|Thriller,1996.0,147.0,en
1066,Shall We Dance? (1937),Drama|Romance|Comedy,2004.0,107.0,en
1077,Sleeper (1973),Comedy|Romance|Science Fiction,1973.0,89.0,en
1078,Bananas (1971),Comedy,1971.0,82.0,en
1089,Reservoir Dogs (1992),Crime|Thriller,1992.0,99.0,en
1090,Platoon (1986),Drama|War|Action,1986.0,120.0,en
1095,Glengarry Glen Ross (1992),Crime|Drama|Mystery,1992.0,100.0,en
1097,E.T. the Extra-Terrestrial (1982),Science Fiction|Adventure|Family|Fantasy,1982.0,115.0,en
1100,Days of Thunder (1990),Adventure,1990.0,107.0,en
1101,Top Gun (1986),Action|Romance|War,1986.0,110.0,en
1107,Loser (1991),Drama|Comedy|Romance|Family,2000.0,98.0,en
1115,Sleepover (1995),Comedy|Family,2004.0,89.0,en
1129,Escape from New York (1981),Science Fiction|Action,1981.0,99.0,en
1135,Private Benjamin (1980),Comedy,1980.0,109.0,en
1136,Monty Python and the Holy Grail (1974),Adventure|Comedy|Fantasy,1975.0,91.0,en
1142,Get Over It (1996),Comedy|Romance,2001.0,87.0,en
1186,"Sex, Lies, and Videotape (1989)",Drama,1989.0,100.0,en
1193,One Flew Over the Cuckoo's Nest (1975),Drama,1975.0,133.0,en
1198,Raiders of the Lost Ark (1981),Adventure|Action,1981.0,115.0,en
1199,Brazil (1985),Comedy|Science Fiction,1985.0,132.0,en
1200,Aliens (1986),Horror|Action|Thriller|Science Fiction,1986.0,137.0,en
1203,12 Angry Men (1957),Drama,1957.0,96.0,en
1204,Lawrence of Arabia (1962),Adventure|Drama|History|War,1962.0,216.0,en
1207,To Kill a Mockingbird (1962),Crime|Drama,1962.0,129.0,en
1208,Apocalypse Now (1979),Drama|War,1979.0,153.0,en
1209,Once Upon a Time in the West (1969),Western,1968.0,175.0,it
1213,GoodFellas (1990),Drama|Crime,1990.0,145.0,en
1214,Alien (1979),Horror|Action|Thriller|Science Fiction,1979.0,117.0,en
1215,Army of Darkness (1993),Fantasy|Horror|Comedy,1992.0,81.0,en
1219,Psycho (1960),Drama|Horror|Thriller,1960.0,109.0,en
1224,Henry V (1989),War|Drama|History|Action|Romance,1989.0,137.0,en
1225,Amadeus (1984),Drama|History|Music,1984.0,160.0,en
1227,Once Upon a Time in America (1984),Drama|Crime,1984.0,229.0,en
1228,Raging Bull (1980),Drama,1980.0,129.0,en
1230,Annie Hall (1977),Comedy|Drama|Romance,1977.0,93.0,en
1236,Trust (1990),Crime|Drama|Thriller,2010.0,104.0,en
1242,Glory (1989),War,1989.0,122.0,en
1246,Dead Poets Society (1989),Drama,1989.0,129.0,en
1259,Stand by Me (1986),Crime|Drama,1986.0,89.0,en
1265,Groundhog Day (1993),Romance|Fantasy|Drama|Comedy,1993.0,101.0,en
1266,Unforgiven (1992),Western,1992.0,131.0,en
1270,Back to the Future (1985),Adventure|Comedy|Science Fiction|Family,1985.0,116.0,en
1272,Patton (1970),Drama|History|War,1970.0,172.0,en
1274,Akira (1988),Science Fiction|Animation,1988.0,124.0,ja
1275,Highlander (1986),Adventure|Action|Fantasy,1986.0,116.0,en
1278,Young Frankenstein (1974),Comedy|Science Fiction,1974.0,106.0,en
1282,Fantasia (1940),Animation|Family|Music,1940.0,124.0,en
1283,High Noon (1952),Western,1952.0,85.0,en
1286,Somewhere in Time (1980),Science Fiction|Drama|Fantasy|Romance,1980.0,103.0,en
1287,Ben-Hur (1959),Drama,2016.0,125.0,en
1291,Indiana Jones and the Last Crusade (1989),Adventure|Action,1989.0,127.0,en
1293,Gandhi (1982),Drama|History,1982.0,191.0,en
1304,Butch Cassidy and the Sundance Kid (1969),History|Drama|Western|Crime,1969.0,110.0,en
1307,When Harry Met Sally... (1989),Comedy|Romance|Drama,1989.0,96.0,en
1320,Alien³ (1992),Science Fiction|Action|Horror,1992.0,114.0,en
1330,April Fool's Day (1986),Horror|Mystery,1986.0,89.0,en
1343,Cape Fear (1991),Crime|Thriller,1991.0,128.0,en
1344,Cape Fear (1962),Crime|Thriller,1991.0,128.0,en
1345,Carrie (1976),Drama|Horror,2013.0,100.0,en
1346,Cat People (1982),Drama|Fantasy|Horror|Thriller,1982.0,118.0,en
1352,Albino Alligator (1996),Crime|Drama|Thriller,1996.0,97.0,en
1356,Star Trek: First Contact (1996),Science Fiction|Action|Adventure|Thriller,1996.0,111.0,en
1357,Shine (1996),Drama,1996.0,105.0,en
1358,Sling Blade (1996),Drama,1996.0,135.0,en
1359,Jingle All the Way (1996),Family|Comedy,1996.0,89.0,en
1370,Die Hard 2 (1990),Action|Thriller,1990.0,124.0,en
1371,Star Trek: The Motion Picture (1979),Science Fiction|Adventure|Mystery,1979.0,132.0,en
1372,Star Trek VI: The Undiscovered Country (1991),Science Fiction|Action|Adventure|Thriller,1991.0,113.0,en
1373,Star Trek V: The Final Frontier (1989),Science Fiction|Action|Adventure|Thriller,1989.0,107.0,en
1375,Star Trek III: The Search for Spock (1984),Science Fiction|Action|Adventure|Thriller,1984.0,105.0,en
1376,Star Trek IV: The Voyage Home (1986),Science Fiction|Adventure,1986.0,119.0,en
1377,Batman Returns (1992),Action|Fantasy,1992.0,126.0,en
1378,Young Guns (1988),Crime|Action|Adventure|Drama|Western,1988.0,107.0,en
1380,Grease (1978),Romance,1978.0,110.0,en
1387,Jaws (1975),Horror|Thriller|Adventure,1975.0,124.0,en
1388,Jaws 2 (1978),Horror|Thriller,1978.0,116.0,en
1390,My Fellow Americans (1996),Comedy|Drama,1996.0,101.0,en
1391,Mars Attacks! (1996),Comedy|Fantasy|Science Fiction,1996.0,106.0,en
1393,Jerry Maguire (1996),Comedy|Drama|Romance,1996.0,139.0,en
1399,Marvin's Room (1996),Drama,1996.0,98.0,en
1401,Ghosts of Mississippi (1996),History|Drama,1996.0,130.0,en
1405,Beavis and Butt-head Do America (1996),Animation|Comedy,1996.0,81.0,en
1407,Scream (1996),Crime|Horror|Mystery,1996.0,111.0,en
1411,Hamlet (1996),Drama,1996.0,242.0,en
1416,Evita (1996),History|Drama|Music,1996.0,134.0,en
1427,Turbulence (1997),Action|Thriller|Crime,1997.0,100.0,en
1430,Underworld (1997),Fantasy|Action|Thriller,2003.0,121.0,en
1438,Dante's Peak (1997),Action|Adventure|Thriller,1997.0,108.0,en
1442,Prefontaine (1997),Drama|Romance,1997.0,106.0,en
1449,Waiting for Guffman (1996),Music|Comedy,1996.0,84.0,en
1459,Absolute Power (1997),Crime|Drama|Thriller,1997.0,121.0,en
1466,Donnie Brasco (1997),Crime|Drama|Thriller,1997.0,127.0,en
1477,Love Jones (1997),Comedy|Drama|Romance,1997.0,104.0,en
1480,Smilla's Sense of Snow (1997),Action|Crime|Drama|Mystery|Thriller,1997.0,121.0,en
1483,Crash (1996),Drama,2004.0,112.0,en
1485,Liar Liar (1997),Comedy,1997.0,86.0,en
1487,Selena (1997),Drama,1997.0,127.0,en
1489,Cats Don't Dance (1997),Animation|Comedy|Family|Music,1997.0,75.0,en
1493,Love and Other Catastrophes (1996),Comedy|Romance,1996.0,78.0,it
1496,Anna Karenina (1997),Drama|Romance,2012.0,130.0,en
1499,Anaconda (1997),Adventure|Horror|Thriller,1997.0,89.0,en
1500,Grosse Pointe Blank (1997),Action|Comedy|Thriller|Romance,1997.0,107.0,en
1503,8 Heads in a Duffel Bag (1997),Comedy|Crime,1997.0,95.0,en
1515,Volcano (1997),Science Fiction|Action|Drama|Thriller,1997.0,104.0,en
1517,Austin Powers: International Man of Mystery (1997),Science Fiction|Comedy|Crime,1997.0,94.0,en
1518,Breakdown (1997),Drama|Action|Thriller,1997.0,95.0,en
1525,Warriors of Virtue (1997),Fantasy|Family|Action,1997.0,103.0,en
1552,Con Air (1997),Action|Thriller|Crime,1997.0,115.0,en
1556,Speed 2: Cruise Control (1997),Action|Adventure|Thriller,1997.0,121.0,en
1562,Batman & Robin (1997),Action|Crime|Fantasy,1997.0,125.0,en
1563,Dream With the Fishes (1997),Comedy,1997.0,97.0,en
1566,Hercules (1997),Action|Adventure,2014.0,99.0,en
1569,My Best Friend's Wedding (1997),Comedy|Romance,1997.0,105.0,en
1573,Face/Off (1997),Action|Crime|Science Fiction|Thriller,1997.0,138.0,en
1580,Men in Black (1997),Action|Adventure|Comedy|Science Fiction,1997.0,98.0,en
1584,Contact (1997),Drama|Science Fiction|Mystery,1997.0,150.0,en
1586,G.I. Jane (1997),Action|Drama,1997.0,125.0,en
1587,Conan the Barbarian (1982),Adventure|Fantasy|Action,1982.0,129.0,en
1588,George of the Jungle (1997),Adventure|Comedy|Family|Romance,1997.0,92.0,en
1589,Cop Land (1997),Action|Crime|Drama,1997.0,104.0,en
1590,Event Horizon (1997),Horror|Science Fiction|Mystery,1997.0,96.0,en
1591,Spawn (1997),Action|Adventure|Fantasy|Horror|Science Fiction|Thriller,1997.0,96.0,en
1592,Air Bud (1997),Comedy|Family|Drama,1997.0,98.0,en
1594,In the Company of Men (1997),Comedy|Drama,1997.0,97.0,en
1597,Conspiracy Theory (1997),Action|Drama|Mystery|Thriller,1997.0,135.0,en
1599,Steel (1997),Science Fiction|Action|Adventure,1997.0,97.0,en
1604,Money Talks (1997),Action|Adventure|Comedy,1997.0,97.0,en
1608,Air Force One (1997),Action|Thriller,1997.0,124.0,en
1611,My Own Private Idaho (1991),Drama|Romance,1991.0,104.0,en
1614,In & Out (1997),Comedy|Romance,1997.0,90.0,en
1617,L.A. Confidential (1997),Crime|Drama|Mystery|Thriller,1997.0,138.0,en
1619,Seven Years in Tibet (1997),Adventure|Drama|History,1997.0,136.0,en
1620,Kiss the Girls (1997),Drama|Mystery|Thriller|Crime,1997.0,115.0,en
1621,Soul Food (1997),Comedy|Drama,1997.0,114.0,en
1633,Ulee's Gold (1997),Drama,1997.0,112.0,en
1639,Chasing Amy (1997),Comedy|Drama|Romance,1997.0,113.0,en
1644,I Know What You Did Last Summer (1997),Horror|Thriller|Mystery,1997.0,100.0,en
1653,Gattaca (1997),Thriller|Science Fiction|Mystery|Romance,1997.0,106.0,en
1657,Wonderland (1997),Crime|Drama|Mystery|Thriller,2003.0,104.0,en
1659,Hurricane Streets (1998),Romance|Crime|Drama,1997.0,86.0,en
1660,Eve's Bayou (1997),Drama,1997.0,109.0,en
1661,Switchback (1997),Action|Adventure|Mystery|Thriller,1997.0,118.0,en
1663,Stripes (1981),Action|Comedy,1981.0,106.0,en
1667,Mad City (1997),Action|Drama|Thriller,1997.0,114.0,en
1673,Boogie Nights (1997),Drama,1997.0,155.0,en
1674,Witness (1985),Crime|Drama|Romance|Thriller,1985.0,113.0,en
1676,Starship Troopers (1997),Adventure|Action|Thriller|Science Fiction,1997.0,129.0,en
1677,Critical Care (1997),Comedy|Drama,1997.0,107.0,en
1679,Chairman of the Board (1998),Comedy,1998.0,95.0,en
1680,Sliding Doors (1998),Comedy|Drama|Fantasy|Romance,1998.0,99.0,en
1681,Mortal Kombat: Annihilation (1997),Action|Fantasy|Science Fiction,1997.0,95.0,en
1688,Anastasia (1997),Animation|Family,1997.0,94.0,en
1690,Alien: Resurrection (1997),Science Fiction|Horror|Action,1997.0,109.0,en
1693,Amistad (1997),Drama|History|Mystery,1997.0,155.0,en
1701,Deconstructing Harry (1997),Comedy|Drama,1997.0,96.0,en
1702,Flubber (1997),Comedy|Family|Science Fiction,1997.0,93.0,en
1704,Good Will Hunting (1997),Drama,1997.0,126.0,en
1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery|Thriller,1997.0,155.0,en
1717,Scream 2 (1997),Horror|Mystery,1997.0,120.0,en
1721,Titanic (1997),Drama|Romance|Thriller,1997.0,194.0,en
1722,Tomorrow Never Dies (1997),Adventure|Action|Thriller,1997.0,119.0,en
1729,Jackie Brown (1997),Comedy|Crime|Romance,1997.0,154.0,en
1730,Kundun (1997),Drama,1997.0,134.0,en
1744,Firestorm (1998),Action|Crime,2013.0,110.0,zh
1747,Wag the Dog (1997),Comedy|Drama,1997.0,97.0,en
1748,Dark City (1998),Mystery|Science Fiction,1998.0,100.0,en
1752,Hard Rain (1998),Thriller,1998.0,97.0,en
1753,Half Baked (1998),Comedy|Crime,1998.0,82.0,en
1755,Shooting Fish (1997),Crime|Comedy|Romance,1997.0,109.0,en
1760,Spice World (1997),Adventure|Fantasy|Drama|Comedy|Music,1997.0,93.0,en
1762,Deep Rising (1998),Adventure|Action|Horror|Science Fiction,1998.0,106.0,en
1779,Sphere (1998),Science Fiction,1998.0,134.0,en
1784,As Good As It Gets (1997),Comedy|Romance,1997.0,139.0,en
1791,Twilight (1998),Adventure|Fantasy|Drama|Romance,2008.0,122.0,en
1794,Love and Death on Long Island (1997),Drama|Romance|Foreign,1997.0,93.0,en
1797,Everest (1998),Adventure|Drama,2015.0,121.0,en
1805,Wild Things (1998),Crime|Drama|Mystery,1998.0,108.0,en
1810,Primary Colors (1998),Comedy|Drama,1998.0,143.0,en
1815,Eden (1997),Thriller|Drama,2015.0,97.0,en
1816,Two Girls and a Guy (1997),Drama|Romance,1997.0,84.0,en
1822,Meet the Deedles (1998),Animation|Comedy|Family,1998.0,93.0,en
1826,Barney's Great Adventure (1998),Family,1998.0,76.0,en
